,0,1,2,3,4
93,940.0,83.81,82.80999999999999,0.17437000000063563,0.24777800000083516
94,950.0,83.855,82.76,0.15311400000064168,0.24956700000257115
95,960.0,83.80499999999999,82.76,0.14180299999861745,0.2479090000015276
96,970.0,83.895,82.83,0.17301800000132062,0.259555000000546
97,980.0,84.0225,83.0,0.16414799999984098,0.26623100000142585
98,990.0,84.05,83.02000000000001,0.16255199999795877,0.25931800000034855
99,1000.0,84.0225,82.84,0.1565100000007078,0.2572649999965506
100,1450.0,84.64,83.47,0.25525199999901815,0.40908499999932246
101,1900.0,85.07249999999999,83.88,0.3385299999972631,0.5087310000017169
102,2350.0,85.41499999999999,83.99,0.4068039999983739,0.6129340000006778
103,2800.0,85.39999999999999,84.15,0.47840500000165775,0.7479490000005171
104,3250.0,85.8075,84.44,0.5407059999997728,0.8782570000003034
105,3700.0,85.9025,84.28,0.6882479999985662,0.766526999999769
106,4150.0,85.96000000000001,84.25,0.7510450000008859,1.1395579999989423
107,4600.0,85.9825,84.2,0.7734109999983048,1.2144059999991441
108,5050.0,86.04,84.25,0.8591989999986254,1.3462209999997867
109,5500.0,86.175,84.35000000000001,0.9306010000000242,1.4660279999989143
110,5950.0,86.3075,84.39,0.9932450000014796,1.5922390000014275
111,6400.0,86.2975,84.50999999999999,1.0698470000024827,1.7137049999982992
112,6850.0,86.39,84.44,1.1855710000018007,1.9626879999996163
113,7300.0,86.385,84.53,1.2113569999964966,2.0848499999992782
114,7750.0,86.3725,84.65,1.2982560000018566,2.1677440000021306
115,8200.0,86.46000000000001,84.68,1.5592130000004545,2.230257999999594
116,8650.0,86.5275,84.57000000000001,1.6137149999995017,2.4206320000012056
117,9100.0,86.59,84.64,1.6232400000008056,2.4433399999979883
118,9550.0,86.6675,84.52,1.656922999998642,2.5464150000007066
119,10000.0,86.7675,84.50999999999999,1.6715469999980996,2.5976210000007995
